OBJECTID	FIPS	IMR3	IMR2	IMR1	PTB3	PTB2	PTB1	NAS3	NAS2	NAS1	county
1321	39113070400	0.1032515	0.083601281	0.034088022	0.520008481	0.505156458	0.182786953	0.20124235	0.881496229	0.639032568	Montgomery
1322	39113070700	0.24438325	0.744491898	0.787657482	0.466962556	0.64511728	0.905661507	0.158672649	0.671989275	0.474544208	Montgomery
1323	39113021301	0.799757545	0.065637893	0.784365464	0.111884065	0.876950071	0.957842278	0.288356495	0.287412126	0.130640614	Montgomery
1324	39113021302	0.293292584	0.834586888	0.249109582	0.484402487	0.462766013	0.729673956	0.420802072	0.606075428	0.170441388	Montgomery
1325	39113021400	0.85185436	0.734801212	0.247408003	0.687558609	0.767176924	0.434063519	0.326847148	0.762532607	0.996352454	Montgomery
1326	39113021501	0.360981484	0.668437767	0.517630958	0.739460685	0.415149521	0.464031709	0.920535576	0.717931684	0.575171487	Montgomery
1327	39113021502	0.177981273	0.873936392	0.887277364	0.889541723	0.267731242	0.592669063	0.37642282	0.359384605	0.821534169	Montgomery
1328	39113021601	0.641763004	0.128431697	0.70855099	0.537683827	0.153614921	0.736513337	0.94064126	0.060852015	0.318961738	Montgomery
1329	39113040203	0.713079073	0.124173458	0.496177006	0.194307706	0.152456276	0.416590866	0.653381847	0.044811134	0.778506615	Montgomery
1330	39113040204	0.007792347	0.224777267	0.045840315	0.167614247	0.649238736	0.756386015	0.312797665	0.754095725	0.565023799	Montgomery
1331	39113040303	0.410437291	0.628503932	0.817503077	0.673444332	0.014347791	0.808366233	0.780427942	0.462890405	0.865058943	Montgomery
1332	39113040406	0.933190576	0.567521134	0.693329028	0.550787096	0.088714027	0.036189125	0.740992897	0.927982948	0.033788465	Montgomery
1333	39123051100	0.152235413	0.5614142	0.503976249	0.756397924	0.328827422	0.051554964	0.558056418	0.982702338	0.934607815	Ottawa
1334	39123050600	0.133606831	0.703364704	0.968937185	0.074144929	0.932795801	0.388394915	0.68316625	0.58850378	0.390837437	Ottawa
1335	39123050900	0.489592099	0.901856978	0.414359966	0.025175934	0.065518727	0.620897552	0.480188908	0.428788845	0.315871072	Ottawa
1336	39123051000	0.401128326	0.96682881	0.966923303	0.233315063	0.641529551	0.807020077	0.706570909	0.781399701	0.139176043	Ottawa
1337	39123050500	0.333490711	0.295723692	0.672008606	0.954852952	0.556585129	0.498737426	0.213108915	0.095812045	0.15401914	Ottawa
1338	39123050700	0.436452159	0.918085457	0.063925625	0.448337678	0.619142559	0.636102831	0.486773707	0.560845486	0.42989195	Ottawa
1339	39151710200	0.658853024	0.549832276	0.149544477	0.937170336	0.448468043	0.643534975	0.732617716	0.281483281	0.482481741	Stark
1340	39151714600	0.1529061	0.911639227	0.860117262	0.487660111	0.354941612	0.763954568	0.957147098	0.28250254	0.152031979	Stark
1341	39151714802	0.579548721	0.895344996	0.83860736	0.539196349	0.456799788	0.080814469	0.35874361	0.732592336	0.200329667	Stark
1342	39151714302	0.298981428	0.379265874	0.222759268	0.949115433	0.306659711	0.531007409	0.877308257	0.467609277	0.047717021	Stark
1343	39151713402	0.670190337	0.162254546	0.542645442	0.292841057	0.601396791	0.747794958	0.764781165	0.035036173	0.822941035	Stark
1344	39151713502	0.657217502	0.168652559	0.152819335	0.856309139	0.30717859	0.22494792	0.698182418	0.051135519	0.894658153	Stark
1345	39151712500	0.042677339	0.935548352	0.218765496	0.430349712	0.757537687	0.456751729	0.182772097	0.703507689	0.294707471	Stark
1346	39113021602	0.849078149	0.353736589	0.979078149	0.280044963	0.597054607	0.327844794	0.31343209	0.200696298	0.677702854	Montgomery
1347	39113021700	0.104334574	0.572646913	0.90710647	0.180199255	0.124514265	0.397030423	0.125477675	0.546868826	0.532316438	Montgomery
1348	39113021800	0.591022278	0.659527478	0.83859771	0.544549489	0.441525594	0.847135436	0.93636838	0.536498162	0.493690837	Montgomery
1349	39113021900	0.167168844	0.93706339	0.066642409	0.226021021	0.641207667	0.309694187	0.680091037	0.118715583	0.870926838	Montgomery
1350	39113030100	0.207097517	0.032137891	0.768982191	0.15502219	0.146367948	0.726900921	0.350078927	0.713762323	0.72190802	Montgomery
1351	39113050101	0.443059348	0.471190137	0.070553703	0.842996588	0.939742612	0.814874783	0.656325554	0.623589463	0.359166505	Montgomery
1352	39113050103	0.685573657	0.529474744	0.461113856	0.589140235	0.66337358	0.485040996	0.555493602	0.891732959	0.8042662	Montgomery
1353	39113040306	0.91150534	0.114118719	0.042817018	0.101906766	0.665279956	0.625140145	0.247998541	0.740525707	0.687085998	Montgomery
1354	39113050504	0.208309314	0.298321491	0.086763689	0.541666353	0.219577162	0.437006317	0.718248976	0.071585437	0.812089047	Montgomery
1355	39113110201	0.906296513	0.005014915	0.383648927	0.527538884	0.535818336	0.388527377	0.734371516	0.826874712	0.573844467	Montgomery
1356	39113090303	0.892382547	0.878710357	0.024568919	0.763819084	0.174860009	0.971738173	0.817930999	0.608666314	0.056037411	Montgomery
1357	39113091100	0.793345585	0.18028405	0.476435081	0.930433545	0.211403373	0.726875183	0.23145407	0.324641378	0.206357876	Montgomery
1358	39113040305	0.486929787	0.111812096	0.502739641	0.055836078	0.971470631	0.389422277	0.847714852	0.259260634	0.311216892	Montgomery
1359	39113040403	0.965957972	0.721184559	0.986052586	0.143601836	0.654666872	0.967912203	0.935398749	0.365951568	0.945275377	Montgomery
1360	39091004300	0.84511344	0.736191148	0.847915068	0.516401879	0.890478649	0.3546584	0.408726126	0.453845128	0.69865836	Logan
1361	39091003800	0.671178816	0.334170455	0.203559983	0.280898768	0.284425526	0.53623381	0.657832147	0.880123304	0.634328213	Logan
1362	39091004700	0.313954044	0.055313378	0.169605717	0.364175823	0.259898936	0.492525769	0.976072169	0.437979117	0.454926244	Logan
1363	39091003900	0.07667865	0.239805071	0.13295786	0.330600679	0.70261773	0.782906436	0.824962548	0.415587105	0.21378763	Logan
1364	39123050202	0.687273343	0.768346384	0.702783783	0.538648183	0.432799996	0.500941716	0.923267827	0.473088568	0.666416797	Ottawa
1365	39123050302	0.409057406	0.339364353	0.802061366	0.612891537	0.308408953	0.390170043	0.17547872	0.237993073	0.173102166	Ottawa
1366	39123050301	0.804518315	0.474750523	0.527402505	0.042375708	0.170361329	0.367071191	0.20183456	0.27489595	0.331515238	Ottawa
1367	39123050201	0.759402178	0.928826919	0.171300199	0.05649	0.102180788	0.392804317	0.776164408	0.133103528	0.886468311	Ottawa
1368	39123051200	0.146437134	0.863522612	0.05126097	0.734178474	0.697540444	0.757014203	0.31021638	0.061143624	0.214393986	Ottawa
1369	39151700500	0.878912239	0.769935677	0.451173525	0.865397198	0.404540959	0.221988656	0.792540379	0.305202968	0.223864073	Stark
1370	39151702300	0.009874323	0.936768086	0.016696453	0.41228158	0.607549111	0.900543152	0.183878295	0.185691769	0.451428688	Stark
1371	39151712102	0.052377921	0.179545783	0.635340714	0.193072358	0.337968588	0.625547646	0.928556285	0.67099561	0.563285058	Stark
1372	39151711900	0.317214288	0.810071749	0.604715456	0.570458984	0.610260368	0.532127069	0.952770739	0.510207417	0.401956679	Stark
1373	39151702100	0.932283581	0.850120782	0.719813824	0.488089406	0.927303075	0.147331521	0.223709891	0.450277604	0.360967624	Stark
1374	39091004400	0.327205499	0.474533762	0.848604529	0.74746565	0.035349183	0.916198914	0.39954786	0.160070142	0.534691115	Logan
1375	39091004800	0.330489845	0.666667761	0.109562882	0.20961216	0.386933937	0.811225314	0.574828904	0.798071954	0.371558231	Logan
1376	39091004600	0.451955315	0.879447163	0.750150377	0.929534023	0.078525397	0.046153892	0.208390462	0.029092593	0.020625893	Logan
1377	39091004500	0.60701172	0.05726732	0.599438863	0.732540628	0.297851864	0.450339251	0.208996783	0.273603837	0.572717669	Logan
1378	39091004000	0.278659075	0.827089243	0.86792197	0.008700516	0.974219	0.187834001	0.128043783	0.276165909	0.531613279	Logan
1379	39091004100	0.942671205	0.087576668	0.568599916	0.908057206	0.199468274	0.902808806	0.895326702	0.460702324	0.098880224	Logan
1380	39151701800	0.608428035	0.60624719	0.579354279	0.580696596	0.787902046	0.287103513	0.004772207	0.245394259	0.535113104	Stark
1381	39151700100	0.917185489	0.54598358	0.618448936	0.381515596	0.988889484	0.425247825	0.929454978	0.027511044	0.267036948	Stark
1382	39151711600	0.201144999	0.116731197	0.375530922	0.885709821	0.037904444	0.813372114	0.616190364	0.196971169	0.384628089	Stark
1383	39151712601	0.12952283	0.220986559	0.944679669	0.074803991	0.099318508	0.756224435	0.209486379	0.706026177	0.389204031	Stark
1384	39151713201	0.460752698	0.164066079	0.602715001	0.421144326	0.186674961	0.23795778	0.956306792	0.111950756	0.736676195	Stark
1385	39151701500	0.66830675	0.098719578	0.231854301	0.550088773	0.224928245	0.774672472	0.958186403	0.780347964	0.4113217	Stark
1386	39151713100	0.099548917	0.468873878	0.82729161	0.658862939	0.665279277	0.516073875	0.023197006	0.67919145	0.88533048	Stark
1387	39091004200	0.900731447	0.647396983	0.173203355	0.004302795	0.295162673	0.018849068	0.536157479	0.621371764	0.222107423	Logan
1388	39151701700	0.453633338	0.097095163	0.773641699	0.515646325	0.684121249	0.178000869	0.39900971	0.009566538	0.502978598	Stark
1389	39151700200	0.748979006	0.149019134	0.737339928	0.187531712	0.458642429	0.055214222	0.628040023	0.214624782	0.832244322	Stark
1390	39151701100	0.519726501	0.081958345	0.518256367	0.37454309	0.938325862	0.387282599	0.864826398	0.208214376	0.548594275	Stark
1391	39151711700	0.947829225	0.425840653	0.207604888	0.32260092	0.676938121	0.370046682	0.001618209	0.253005443	0.740697087	Stark
1392	39151712000	0.617694636	0.447104897	0.304911317	0.78808451	0.636469504	0.162449601	0.610482042	0.249959877	0.504304013	Stark
1393	39151701300	0.217473264	0.746618414	0.93806638	0.900627677	0.938038098	0.968808776	0.074712626	0.489552674	0.245337536	Stark
1394	39151701200	0.819811308	0.916531375	0.327197667	0.752704585	0.128617492	0.136347332	0.990051951	0.91679079	0.532866232	Stark
1395	39151711800	0.626196266	0.556672388	0.837990757	0.456191972	0.865447889	0.920100785	0.617471243	0.310737067	0.09949061	Stark
1396	39151712202	0.726768394	0.427513471	0.857037542	0.492226168	0.0424925	0.983538805	0.229850336	0.982186017	0.038609319	Stark
1397	39151711000	0.004917964	0.671158111	0.151381975	0.578565752	0.137395832	0.958922682	0.130353886	0.313471104	0.253523473	Stark
1398	39151700800	0.785172246	0.882471245	0.843478729	0.974586729	0.389378115	0.363173539	0.950608253	0.510844648	0.889831626	Stark
1399	39151701000	0.266404127	0.712492236	0.168194978	0.545595916	0.422917164	0.1515789	0.102925769	0.542674527	0.710769602	Stark
1400	39151714902	0.107839938	0.044232226	0.850088569	0.374146286	0.5348616	0.501055385	0.571907972	0.692633699	0.365064576	Stark
1401	39151700400	0.045867517	0.77917052	0.813959412	0.008506676	0.412784809	0.551156948	0.817577653	0.564911227	0.140481408	Stark
1402	39151712300	0.109232118	0.464252419	0.884103252	0.355567156	0.503399549	0.053865112	0.550937386	0.254464959	0.634937147	Stark
1403	39151713401	0.276739346	0.106878154	0.218590153	0.947728719	0.480715508	0.681105839	0.688390917	0.921859089	0.429484215	Stark
1404	39151713501	0.93478873	0.808189707	0.281364373	0.826758486	0.513440901	0.454454369	0.334032104	0.375227065	0.667783846	Stark
1405	39151713700	0.433910275	0.670591699	0.470719162	0.721296588	0.856660137	0.69864544	0.76796864	0.498375658	0.277308257	Stark
1406	39151713202	0.370839586	0.881446829	0.858748034	0.371041283	0.969277288	0.494983423	0.062983174	0.520579085	0.538278467	Stark
1407	39151714200	0.943783425	0.230570574	0.614585256	0.89104714	0.307923492	0.70779879	0.872105806	0.963694438	0.272763237	Stark
1408	39045032600	0.208170126	0.914996812	0.340959439	0.86622642	0.32962516	0.516115098	0.742406977	0.230034912	0.489608304	Fairfield
1409	39045031200	0.484302481	0.619150448	0.33239387	0.371618446	0.590421236	0.591428105	0.994568357	0.969984719	0.82682851	Fairfield
1410	39045031300	0.933258878	0.54250026	0.740564936	0.199164921	0.336963841	0.489671926	0.128918011	0.0016329	0.638734089	Fairfield
1411	39045032300	0.825396857	0.972630055	0.223940722	0.77028156	0.324932178	0.16426316	0.508882684	0.661125324	0.954942124	Fairfield
1412	39045030700	0.273887614	0.875810788	0.444192946	0.760568691	0.219094977	0.031100961	0.593498682	0.722291449	0.598778246	Fairfield
1413	39045030800	0.800658871	0.664728968	0.546991888	0.616577444	0.673639537	0.823764158	0.197824143	0.430198922	0.951785803	Fairfield
1414	39045030900	0.156975135	0.440425524	0.215319236	0.654131492	0.749673885	0.990011733	0.361522202	0.978458067	0.105784162	Fairfield
1415	39045031400	0.074221746	0.18317849	0.178618093	0.589816684	0.040912122	0.541134859	0.823962919	0.754260447	0.557060509	Fairfield
1416	39045031500	0.823639168	0.874879332	0.378009872	0.321007933	0.652689559	0.709126882	0.978826558	0.953707289	0.538230198	Fairfield
1417	39045031600	0.389010852	0.546640392	0.522332628	0.0873468	0.377917912	0.741836767	0.709960786	0.673076041	0.139831884	Fairfield
1418	39045032500	0.653720171	0.108154457	0.509202143	0.715371347	0.912885956	0.840082312	0.86857269	0.925376982	0.439028389	Fairfield
1419	39045031000	0.729864248	0.166421696	0.496300119	0.594837825	0.368422099	0.717990056	0.695397454	0.463560281	0.245034	Fairfield
1420	39045031700	0.426113944	0.108367959	0.511075763	0.14069048	0.930822781	0.790450588	0.048657556	0.105970134	0.35667809	Fairfield
1421	39045032000	0.926753419	0.765425566	0.804428815	0.837062969	0.771124061	0.707591777	0.181940285	0.882904429	0.698677647	Fairfield
1422	39151711312	0.071838896	0.19394268	0.065623626	0.073350794	0.724805521	0.243712141	0.655079638	0.902882805	0.817119098	Stark
1423	39151711402	0.671552657	0.704923677	0.556772417	0.468077412	0.553621655	0.351844813	0.153889135	0.85676129	0.736546756	Stark
1424	39151710500	0.320752071	0.639724492	0.8522121	0.235717918	0.530762608	0.417036894	0.849796073	0.429476927	0.978920874	Stark
1425	39151710700	0.73343985	0.22051903	0.767084134	0.067395208	0.992050469	0.969390908	0.163187172	0.927630858	0.481077887	Stark
1426	39151710300	0.665141249	0.296311957	0.808382297	0.764570491	0.905207234	0.555834666	0.88854077	0.237686685	0.976852483	Stark
1427	39151710600	0.682624969	0.4247942	0.265742825	0.829572658	0.756653147	0.898484305	0.854952374	0.850227622	0.053537289	Stark
1428	39045032100	0.536307766	0.687109668	0.050060447	0.202511548	0.786643446	0.77626596	0.931854948	0.081843595	0.1507237	Fairfield
1429	39045032200	0.343755693	0.911399201	0.222524669	0.078786952	0.731184503	0.907315649	0.495694408	0.781997095	0.538279666	Fairfield
1430	39045030300	0.891157616	0.777754283	0.0101284	0.416075759	0.060968016	0.68447422	0.736886273	0.357568101	0.972214463	Fairfield
1431	39045030400	0.813332811	0.632212808	0.255083203	0.95511333	0.676992079	0.548725496	0.90060732	0.623867292	0.883034319	Fairfield
1432	39045031100	0.646362956	0.189067847	0.991618348	0.741478762	0.929377257	0.290113336	0.645256487	0.388861991	0.718445583	Fairfield
1433	39045030600	0.295683712	0.440047749	0.785188998	0.560764744	0.296189939	0.414177017	0.822706819	0.274220384	0.76463472	Fairfield
1434	39045032900	0.923673001	0.551600372	0.783551215	0.069401786	0.083444439	0.890389843	0.261177438	0.921609665	0.890743769	Fairfield
1435	39151713600	0.282518785	0.000663589	0.882967274	0.997648016	0.054276023	0.387366919	0.792000183	0.980793495	0.54718733	Stark
1436	39151714100	0.436680807	0.555577203	0.435941817	0.197801426	0.686345714	0.985419478	0.496247491	0.728105748	0.649797141	Stark
1437	39151712201	0.438108713	0.818763562	0.134049202	0.385718979	0.797737852	0.180012009	0.877209254	0.71137709	0.841739085	Stark
1438	39151711311	0.024317179	0.375961185	0.401233712	0.805648285	0.270124967	0.361405646	0.72321837	0.352308322	0.408930432	Stark
1439	39151700300	0.674480559	0.94304346	0.781779602	0.489440322	0.211840451	0.31705776	0.455422796	0.071303247	0.923557205	Stark
1440	39151710400	0.915165069	0.067503459	0.800854969	0.663631367	0.564921092	0.016225109	0.676023296	0.493867204	0.66791091	Stark
1441	39151711501	0.561024582	0.912227924	0.865495768	0.379845266	0.268875411	0.654023719	0.687046124	0.92683663	0.146687443	Stark
1442	39033974100	0.721131959	0.912992167	0.641344339	0.817315844	0.029072756	0.366830902	0.765454862	0.375723504	0.677359696	Crawford
1443	39033974300	0.866315782	0.807162887	0.394442064	0.605229599	0.280348512	0.996602067	0.044392501	0.965384297	0.879559809	Crawford
1444	39033974400	0.839544059	0.769606002	0.11646194	0.266170714	0.127420791	0.552992588	0.361560041	0.924037021	0.271058166	Crawford
1445	39033974500	0.665603366	0.880009185	0.769894041	0.741356827	0.979576647	0.832539907	0.966825436	0.770731278	0.338701633	Crawford
1446	39033974600	0.976821065	0.684808107	0.570221854	0.364671341	0.030851828	0.591855898	0.627859213	0.012267436	0.480035518	Crawford
1447	39017012500	0.130309486	0.196011912	0.693849901	0.062680171	0.094510311	0.967900587	0.290489057	0.600254159	0.206560784	Butler
1448	39017012600	0.759914219	0.114389315	0.609699896	0.499927303	0.830363994	0.399471937	0.355982228	0.524997748	0.424291395	Butler
1449	39017012700	0.02416317	0.359921199	0.025517134	0.187221837	0.809950139	0.283010814	0.064258591	0.922281236	0.863488377	Butler
1450	39017013100	0.500597761	0.618547153	0.454044821	0.335541548	0.51322915	0.288418776	0.051061717	0.003094806	0.315653528	Butler
1451	39017013200	0.139000889	0.253505305	0.814408054	0.654142104	0.72611836	0.170872179	0.093117669	0.496888863	0.14193868	Butler
1452	39017013300	0.81621564	0.712012325	0.761215447	0.419152357	0.213965612	0.584079422	0.994809247	0.011047739	0.857300864	Butler
1453	39017013400	0.529429635	0.680622487	0.274133627	0.499638461	0.112290742	0.953871978	0.783663082	0.512630289	0.428374427	Butler
1454	39033974200	0.642068741	0.981544366	0.884240841	0.272587677	0.235415316	0.693265569	0.946077329	0.998460725	0.950530523	Crawford
1455	39033975000	0.368018786	0.292405138	0.316294524	0.178857839	0.66137818	0.515626445	0.216671641	0.305453447	0.543427076	Crawford
1456	39033975100	0.26350616	0.603833138	0.336975441	0.220453843	0.893541098	0.264019565	0.918904885	0.699187426	0.861625869	Crawford
1457	39033975200	0.551669673	0.740165644	0.377119532	0.74516356	0.782499615	0.569354973	0.565138766	0.962027438	0.299709288	Crawford
1458	39033975300	0.345326131	0.647522792	0.372041548	0.865434368	0.534546734	0.715464706	0.359471254	0.521166509	0.727212605	Crawford
1459	39033974700	0.925917689	0.363961237	0.196968874	0.511417698	0.244079331	0.516109209	0.420663652	0.617129528	0.676884012	Crawford
1460	39033974800	0.224360897	0.441987559	0.747943521	0.565096648	0.602880352	0.897758833	0.399881761	0.023366126	0.6252592	Crawford
1461	39033974900	0.93129795	0.044104674	0.221933617	0.838348856	0.439014534	0.579345222	0.886976566	0.215878143	0.596611906	Crawford
1462	39017013500	0.128089431	0.865871402	0.479260655	0.9945167	0.594454271	0.190559062	0.080606561	0.709230409	0.893920276	Butler
1463	39017013600	0.782590695	0.617783079	0.263929111	0.539358082	0.93567306	0.023785412	0.388534837	0.114721188	0.749592832	Butler
1464	39017010203	0.009670686	0.334187755	0.347584086	0.732475365	0.466677348	0.181786545	0.299318039	0.692372262	0.521336814	Butler
1465	39017010101	0.598148284	0.038818135	0.140551149	0.952030241	0.544918334	0.209929381	0.19632574	0.378282438	0.052506482	Butler
1466	39017010102	0.547641862	0.927559967	0.236195343	0.91543069	0.558423383	0.607945787	0.235514728	0.166633648	0.456783849	Butler
1467	39017010103	0.046543827	0.335670395	0.684823268	0.545302153	0.079569213	0.179534267	0.310801407	0.354992078	0.257415681	Butler
1468	39017010201	0.992003527	0.974399746	0.396810554	0.477489236	0.61060867	0.149454234	0.561329478	0.928686254	0.867930593	Butler
1469	39017010202	0.938642005	0.57051594	0.393354753	0.657394117	0.576783634	0.323016405	0.24884314	0.456630937	0.895707179	Butler
1470	39017010104	0.516872785	0.698852965	0.306783957	0.934748048	0.888560056	0.444822171	0.711125917	0.762965999	0.598558216	Butler
1471	39017011109	0.072405082	0.938612881	0.614944235	0.974703394	0.98973815	0.687573014	0.475634769	0.917382842	0.151200117	Butler
1472	39017011110	0.358152272	0.146898718	0.682414643	0.782504662	0.184963928	0.784672726	0.266471859	0.804125391	0.11752489	Butler
1473	39017011111	0.958503724	0.795915268	0.373870254	0.115170782	0.360799434	0.339850411	0.202015249	0.910723627	0.284476841	Butler
1474	39017014100	0.939042615	0.729032404	0.98711279	0.897412931	0.358632804	0.188130886	0.426343328	0.250975721	0.215856435	Butler
1475	39017011112	0.331503801	0.745476911	0.904863957	0.573559729	0.085218172	0.990688388	0.437450185	0.510877776	0.724421089	Butler
1476	39017010911	0.373289575	0.296399919	0.455156937	0.485657041	0.364050504	0.752665909	0.33039192	0.709513288	0.2217585	Butler
1477	39017010910	0.332423049	0.120861545	0.522371007	0.053588817	0.322816984	0.846715008	0.19257591	0.034248544	0.683469601	Butler
1478	39043990100	0.73958153	0.606347754	0.538100484	0.781827337	0.692351836	0.507084807	0.600916598	0.59193543	0.602818739	Erie
1479	39043041500	0.138013804	0.407793245	0.276063192	0.092349127	0.261750352	0.313640916	0.737524207	0.092691763	0.835085662	Erie
1480	39043041600	0.49695534	0.084879567	0.479241166	0.378237573	0.917808397	0.808059407	0.469246869	0.03646604	0.770325648	Erie
1481	39043040200	0.615896123	0.91871495	0.497409021	0.872761463	0.044934073	0.471907685	0.070832744	0.092895867	0.576762107	Erie
1482	39043041800	0.782036944	0.192669793	0.369070677	0.168941019	0.050261893	0.392036722	0.237225402	0.590760668	0.423240447	Erie
1483	39043040600	0.077044288	0.167357832	0.357940313	0.150664131	0.53956184	0.865894289	0.696591882	0.250077646	0.734200921	Erie
1484	39043040100	0.11872698	0.271254082	0.254097716	0.390720072	0.673464926	0.290999099	0.70300181	0.644659849	0.805499157	Erie
1485	39043041700	0.846982762	0.107567091	0.051186644	0.395245037	0.84165622	0.922521245	0.749297512	0.128204279	0.351190405	Erie
1486	39017011004	0.654004871	0.749766521	0.136344269	0.730838641	0.60389378	0.097167693	0.45449808	0.734716446	0.736894182	Butler
1487	39017011003	0.352782546	0.728626584	0.690694912	0.707557698	0.420515935	0.621947282	0.536718481	0.009655557	0.314162763	Butler
1488	39017010301	0.420116545	0.604526124	0.039199537	0.232932609	0.661401823	0.53306456	0.40644372	0.734687845	0.578694478	Butler
1489	39017010302	0.821141368	0.782729164	0.336435116	0.406357207	0.33577907	0.218245802	0.375648295	0.670812612	0.372470153	Butler
1490	39017011800	0.436743742	0.031015616	0.484762094	0.542353758	0.945337393	0.332250207	0.870949068	0.438139126	0.651231096	Butler
1491	39017011122	0.198213881	0.771997874	0.145628641	0.387628785	0.948660543	0.120749557	0.555898455	0.095132476	0.247102932	Butler
1492	39017011121	0.969802659	0.527136372	0.501433819	0.196787059	0.998809205	0.503529798	0.495475656	0.429468012	0.645123367	Butler
1493	39043040900	0.690647152	0.756868032	0.777317706	0.821013726	0.280988078	0.842957201	0.69499143	0.63795915	0.589037052	Erie
1494	39043040800	0.793127495	0.413306497	0.215149184	0.645222116	0.979972686	0.152169229	0.093519354	0.154490804	0.112106138	Erie
1495	39043040300	0.01479639	0.973995249	0.011389229	0.918090914	0.842336831	0.034746891	0.894870112	0.036546895	0.717027061	Erie
1496	39043040400	0.790417166	0.155760068	0.47865435	0.640343172	0.301275302	0.14951151	0.469827135	0.669846083	0.665198702	Erie
1497	39043040500	0.722021441	0.785780753	0.787684838	0.122456116	0.08883598	0.631469637	0.793269574	0.968796666	0.242842461	Erie
1498	39043041000	0.421590528	0.070886452	0.981389572	0.222447369	0.290804645	0.023813374	0.344682721	0.501274193	0.002025916	Erie
1499	39043041100	0.684055451	0.375745994	0.376901855	0.970907646	0.345308943	0.576284631	0.525071583	0.372318714	0.166658476	Erie
1500	39017011118	0.595260102	0.440836309	0.321053665	0.263733801	0.659155258	0.881598007	0.649617162	0.514557093	0.817767798	Butler
1501	39017011120	0.018160531	0.236050398	0.285909145	0.275689955	0.607786037	0.306025337	0.952424747	0.888538966	0.95443821	Butler
1502	39017011131	0.688523501	0.904726706	0.821479237	0.645439012	0.095816181	0.805351401	0.138255869	0.614783541	0.837652974	Butler
1503	39017011128	0.21775228	0.992091943	0.924140105	0.183900418	0.354806355	0.862852832	0.906082033	0.272976136	0.005812425	Butler
1504	39017011126	0.939206114	0.106745781	0.62757249	0.372694736	0.292361868	0.199312034	0.799101918	0.73350428	0.787089374	Butler
1505	39017011125	0.876275877	0.508108483	0.888076128	0.61950921	0.157803546	0.597606789	0.827614052	0.126283449	0.532910506	Butler
1506	39017011123	0.214585604	0.915478238	0.568474896	0.632656805	0.747488665	0.969963736	0.392460529	0.320056227	0.261791814	Butler
1507	39169000600	0.197096333	0.311751575	0.426265589	0.50763738	0.626372247	0.21227482	0.491105191	0.301616616	0.766959304	Wayne
1508	39169003400	0.676831272	0.477692262	0.750902509	0.229566745	0.434553823	0.220846298	0.047328314	0.624182293	0.644704168	Wayne
1509	39169001700	0.489847364	0.923437483	0.514276282	0.901566226	0.951217131	0.67431742	0.634347099	0.75076402	0.99086414	Wayne
1510	39169003500	0.318522557	0.321246584	0.047007387	0.305276189	0.257177532	0.778184996	0.573971845	0.098157037	0.915860364	Wayne
1511	39169002400	0.369661447	0.241023768	0.070674472	0.465800596	0.441551956	0.938929086	0.41754873	0.706861143	0.530729516	Wayne
1512	39169000700	0.792030529	0.560833235	0.158800788	0.727342055	0.374433756	0.905300345	0.233309211	0.550232467	0.958391092	Wayne
1513	39043040700	0.529993888	0.462728142	0.183795649	0.240140695	0.570639651	0.713467341	0.101744786	0.286567159	0.789011482	Erie
1514	39043041200	0.872306162	0.429967889	0.801283792	0.07800349	0.992426263	0.639497985	0.603006692	0.776340332	0.910840954	Erie
1515	39043041300	0.503566191	0.685964034	0.477613717	0.742481751	0.121759133	0.68721634	0.651768329	0.168686198	0.52364577	Erie
1516	39043041400	0.321135451	0.269051314	0.545935591	0.995742559	0.372226957	0.283726899	0.675299544	0.293503485	0.557405843	Erie
1517	39017011129	0.008908835	0.668541082	0.921762237	0.665147844	0.613232858	0.739332259	0.180557476	0.028837786	0.04522006	Butler
1518	39017011127	0.514641536	0.42865007	0.601419377	0.81386147	0.218801969	0.672530822	0.024959208	0.008699899	0.387342287	Butler
1519	39017011116	0.913796116	0.37223331	0.610479548	0.165894797	0.828935686	0.798332741	0.162168911	0.842624033	0.922598838	Butler
1520	39017011130	0.464204956	0.885064757	0.866887367	0.76693973	0.47953613	0.126805374	0.371209066	0.517802716	0.826083407	Butler
1521	39017014600	0.441000221	0.041633833	0.533650503	0.505333528	0.733576972	0.623985121	0.67222355	0.645369295	0.051708061	Butler
1522	39017014300	0.769980409	0.728238304	0.528756722	0.523052746	0.207869972	0.731721951	0.489497387	0.979798565	0.547597269	Butler
1523	39169002500	0.524728132	0.752644206	0.386180687	0.530112729	0.440984184	0.229044177	0.126368913	0.725847025	0.564763377	Wayne
1524	39169003100	0.754800404	0.769705411	0.183231684	0.796854904	0.571393063	0.196614812	0.498793948	0.743718309	0.336136604	Wayne
1525	39169001200	0.694228765	0.879656309	0.546273914	0.452225146	0.625364939	0.36964637	0.920698138	0.697113137	0.93745046	Wayne
1526	39169001100	0.971939241	0.958756463	0.281017187	0.431349777	0.908407013	0.114063763	0.215469385	0.367010892	0.511236279	Wayne
1527	39169001800	0.148870875	0.509736367	0.478147524	0.632864192	0.172603366	0.15458365	0.024010076	0.912967864	0.367819617	Wayne
1528	39169001000	0.510578366	0.178537245	0.414612088	0.438238255	0.185983158	0.646314096	0.623489521	0.539054587	0.441751493	Wayne
1529	39169000800	0.379297904	0.153335644	0.895297334	0.831330502	0.926690525	0.043344218	0.630032349	0.331850931	0.349601845	Wayne
